Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL,Facilities
"RM 180,000","Seksyen 10, Wangsa Maju, Kuala Lumpur","Listed on Aug 15, 2025 (4h ago)",530 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-10-wangsa-maju-for-sale-by-azrul-ismail-60365084,"Parking, Playground"
"RM 190,000","Jalan Metro Perdana Timur Jalan Berangan, Taman Usahawan, Kepong, Kuala Lumpur","Listed on Aug 15, 2025 (5h ago)",860 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/fortune-court-for-sale-by-tiffany-meng-43372147,Parking
"RM 170,888","Jalan 5/27a Seksyen 4, Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 15, 2025 (5h ago)",580 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-4-wangsa-maju-flat-block-c-for-sale-by-stanley-long-60100016,Not Listed
"RM 470,000","Jalan 1/27C, Seksyen 5 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 15, 2025 (6h ago)","1,235 sqft",4 Beds,2 Baths,Completion: 2013,Leasehold,https://www.propertyguru.com.my/property-listing/waizuri-1-for-sale-by-arif-ms-60364004,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 188,888","Jalan Tasik Selatan 22, Bandar Tasik Selatan, Kuala Lumpur","Listed on Aug 14, 2025 (16h ago)",658 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/bandar-tasik-selatan-low-cost-for-sale-by-stanley-long-36469101,"Parking, Playground"
"RM 195,000","Seksyen 10, Wangsa Maju, Kuala Lumpur","Listed on Aug 14, 2025 (17h ago)",641 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-10-wangsa-maju-for-sale-by-kenny-lai-60364107,"Parking, Playground"
"RM 135,000","Jalan 15a/154, Taman Orkid Desa, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (18h ago)",608 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/taman-orkid-desa-for-sale-by-yuki-lam-43378799,"24 hours security, Parking"
"RM 235,000","Jalan Pandan 1, Pandan Jaya, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (18h ago)",797 sqft,3 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/flat-pandan-jaya-for-sale-by-yuki-lam-43414344,Parking
"RM 240,000","Jalan Taman Melati, Taman Melati, Setapak, Kuala Lumpur","Listed on Aug 14, 2025 (21h ago)",600 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/flat-taman-melati-for-sale-by-syahrim-naim-500024708,Not Listed
"RM 325,000","- Off Lorong D1/5, Desa Aman Puri, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (23h ago)",655 sqft,3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/desa-satu-for-sale-by-daniel-ong-500024421,Parking
"RM 320,000","- Off Lorong D1/5, Desa Aman Puri, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (23h ago)",655 sqft,3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/desa-satu-for-sale-by-daniel-ong-500024409,Parking
"RM 280,000","- Jalan Tasik Permaisuri 3, Bandar Sri Permaisuri, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",820 sqft,2 Beds,2 Baths,Completion: 2002,Leasehold,https://www.propertyguru.com.my/property-listing/pangsapuri-lestari-for-sale-by-kian-leap-60155685,"24 hours security, Bbq, Clubhouse, Covered car park"
"RM 180,000","Jalan 9/56, Setiawangsa, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",549 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/kelumpuk-tempua-for-sale-by-zamani-ishak-60361909,Not Listed
"RM 185,000","- Jalan Metro 1 Kepong, Metro Prima, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",650 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/mutiara-magna-for-sale-by-hafiz-helmy-60234838,"Covered car park, Perimeter fencing, Retail stores"
"RM 380,000
Starting from","Taman Len Seng, Taman Connaught, Cheras, Kuala Lumpur","Listed on May 27, 2025 (2mo ago)",452 sqft,1 Bed,1 Bath,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/project/the-connaught-one-for-sale-by-uem-sunrise-berhad-37358011?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MTAyNzkwLCJhdCI6MTYzLCJidCI6MCwiY20iOjY1MTEyOTQ2MCwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3NDE4NjUxNTgsImRpIjoiYzAwNWMzNmM5ZWU0NDhlNjk5MTdkYTVmOTM3MjU2NTMiLCJkaiI6MCwiaWkiOiJlYTFhMWI2NmJkMGE0NGFhOTk0OGFlN2U0Yjc2NmRjMyIsImRtIjozLCJmYyI6OTE2MTU2NDg3LCJmbCI6ODUzOTkzOTU1LCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNThqb2ssbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC1uIiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC1uLDU4am9rIiwibnciOjExMTM1LCJwYyI6MjEwMCwib3AiOjIxMDAsIm1wIjoyMTAwLCJlYyI6MjEwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wZDRhODU4MGU2ZTQ4YzAzMiIsInNwIjoyMDA5MDYsInN0IjoxMjM0NTU1LCJ1ayI6ImViODI5NGVjLWY4NWEtNGU4YS05MzFjLTU3N2Q4ODJlYWMxNSIsInRzIjoxNzU1MjQ2OTIyOTgyLCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3De9e2DkZzmbG7Mg2HaAG4v2IlChQ#4567,"24 hours security, Badminton hall, Basketball court, Community garden"
"RM 230,000","- Jalan Metro 1 Kepong, Metro Prima, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",650 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/mutiara-magna-for-sale-by-hafiz-helmy-60234856,"Covered car park, Perimeter fencing, Retail stores"
"RM 185,000","- Jalan Metro 1 Kepong, Metro Prima, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",650 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/mutiara-magna-for-sale-by-hafiz-helmy-60234892,"Covered car park, Perimeter fencing, Retail stores"
"RM 220,000","Jalan 1/127 A, Kuchai Lama, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",721 sqft,3 Beds,1 Bath,Flat,Freehold,https://www.propertyguru.com.my/property-listing/happy-garden-flat-for-sale-by-lincoln-tan-60361115,Not Listed
"RM 160,000","Taman Bukit Segar, Taman Bukit Segar, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",685 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/taman-bukit-segar-for-sale-by-wl-wan-43377187,Not Listed
"RM 190,000","- Off Lorong D1/5 Desa Aman Puri, Desa Aman Puri, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",650 sqft,3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/desa-satu-for-sale-by-zamani-ishak-60360919,Parking
"RM 350,600
Starting from","Seksyen 14, Shah Alam, Selangor","Listed on Jul 17, 2025 (4w ago)",550 sqft,1 Bed,1 Bath,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/project/linkar-52-sa-sentral-for-sale-by-perbadanan-kemajuan-negeri-selangor-pkns-60094014?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MTI5OTE5LCJhdCI6MTYzLCJidCI6MCwiY20iOjY1ODMwMDI0NCwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3NTc0MTgxMDMsImRpIjoiYzAwNWMzNmM5ZWU0NDhlNjk5MTdkYTVmOTM3MjU2NTMiLCJkaiI6MSwiaWkiOiJiZWQzMDg0MDljZTg0OGM4YWQ1ODU3ZGE4OWNmMjVhNiIsImRtIjozLCJmYyI6OTMxNzI0MjE0LCJmbCI6ODYxMjAwNjgwLCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNThqb2ssbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC1uIiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC1uLDU4am9rIiwibnciOjExMTM1LCJwYyI6MjEwMCwib3AiOjIxMDAsIm1wIjoyMTAwLCJlYyI6MjEwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wZDRhODU4MGU2ZTQ4YzAzMiIsInNwIjoyMDA5MDYsInN0IjoxMjM0NTU1LCJ1ayI6ImViODI5NGVjLWY4NWEtNGU4YS05MzFjLTU3N2Q4ODJlYWMxNSIsInRzIjoxNzU1MjQ2OTIyOTgyLCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3DmsvGJSvnNtXeHwX1il2TTKEJYko#11755,"24 hours security, Bbq, Bus stop, Community garden"
"RM 158,000","Jalan 2/23d Off Jalan Genting Klang, Danau Kota, Setapak, Setapak, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",700 sqft,3 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/danau-kota-flat-for-sale-by-aaron-ong-43157356,Not Listed
"RM 250,000","Jalan 3/27a Jalan 3/27A Seksyen 1, Seksyen 1 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",700 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-1-wangsa-maju-flat-for-sale-by-jumidah-jue-60360711,Not Listed
"RM 175,888","Seksyen 10, Wangsa Maju, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)",538 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-10-wangsa-maju-for-sale-by-stanley-long-42485387,"Parking, Playground"
"RM 250,000","Jalan Langkawi, Taman Teratai Mewah, Setapak, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)",653 sqft,3 Beds,1 Bath,Flat,Freehold,https://www.propertyguru.com.my/property-listing/teratai-mewah-apartment-block-15-17-19-21-for-sale-by-bruce-60131621,"Covered car park, Perimeter fencing, Playground, Retail stores"
"RM 199,999","1 Jalan Prima 3, Metro Prima, Kepong, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)",725 sqft,3 Beds,2 Baths,Completion: 2001,Leasehold,https://www.propertyguru.com.my/property-listing/pelangi-magna-for-sale-by-chin-yee-xin-41195139,"Bbq, Covered car park, Lounge, Playground"
"RM 250,000","Jalan 3/27a, Seksyen 1 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)",700 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/section-1-for-sale-by-mohd-asrul-ezani-abdul-rahman-60359077,"Parking, Playground"
"RM 299,000","Jalan Pandan 1, Pandan Jaya, KL City Centre, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",635 sqft,3 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/flat-pandan-jaya-for-sale-by-joey-lim-60249572,Parking
"RM 289,000","Jalan 30/56, Taman Setiawangsa, Setiawangsa, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",871 sqft,3 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/menara-sri-jati-for-sale-by-adi-fahmi-60057801,Not Listed
"RM 150,000","Jln 7/125, Desa Petaling, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",580 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/desa-petaling-flat-for-sale-by-ann-goh-60357704,Parking
"RM 230,000","Jalan Bukit Angkasa Off Jalan Pantai Dalam, Taman Bukit Angkasa, Kampung Kerinchi (Bangsar South), Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",685 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/flat-taman-bukit-angkasa-for-sale-by-thoriq-suparman-60036755,Not Listed
"RM 198,000","- Jalan 9/18A, Batu Caves, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",721 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/taman-batu-permai-for-sale-by-alan-lee-60058252,Not Listed
"RM 230,000","1 Jalan Prima 3, Metro Prima, Kepong, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",732 sqft,3 Beds,2 Baths,Completion: 2001,Leasehold,https://www.propertyguru.com.my/property-listing/pelangi-magna-for-sale-by-carson-lee-60357547,Not Listed
"RM 230,000","Jalan 2/146 Jalan 2/146, Taman Desa Tasek, Bandar Tasik Selatan, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",894 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/desa-tasik-fasa-1a-for-sale-by-cassey-yong-500020641,"Badminton hall, Basketball court, Perimeter fencing, Playground"
"RM 210,000","Jalan 4/27a, Seksyen 2 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",667 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-2-wangsa-maju-flat-for-sale-by-david-chung-43476656,Parking
"RM 190,000","Jalan 4/27a, Seksyen 2 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",527 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-2-wangsa-maju-flat-for-sale-by-david-chung-41439633,Parking
"RM 165,000","Jalan 2/23D, Taman Danau Kota, Setapak, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",700 sqft,3 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/flat-danau-kota-for-sale-by-meissi-goh-42524826,Not Listed
"RM 210,000","- Jalan Sri Permaisuri 1, Bandar Sri Permaisuri, Cheras, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",650 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/sri-penara-for-sale-by-tara-ng-43462613,"Badminton hall, Bbq, Covered car park, Lounge"
"RM 230,000","- Jalan Sri Permaisuri 1, Bandar Sri Permaisuri, Cheras, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",650 sqft,2 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/sri-penara-for-sale-by-tara-ng-60314584,"Badminton hall, Bbq, Covered car park, Lounge"
"RM 220,000","8 Jalan Cempenai, Damansara Heights, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",786 sqft,3 Beds,2 Baths,Completion: 1990,Freehold,https://www.propertyguru.com.my/property-listing/prima-damansara-for-sale-by-dilla-500020470,"24 hours security, Badminton hall, Bbq, Cafes"
"RM 195,000","- Jalan Metro 1 Kepong, Metro Prima, Kepong, Kuala Lumpur","Listed on Aug 13, 2025 (2d ago)",650 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/mutiara-magna-for-sale-by-ahmad-hartanah-39175249,"Covered car park, Perimeter fencing, Retail stores"
"RM 199,990","Jalan 4/27a, Seksyen 2 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (2d ago)",662 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-2-wangsa-maju-flat-for-sale-by-kent-lau-500019803,Parking
"RM 428,000","Jalan 1/27C, Seksyen 5 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (2d ago)","1,227 sqft",4 Beds,2 Baths,Completion: 2013,Leasehold,https://www.propertyguru.com.my/property-listing/waizuri-1-for-sale-by-basri-munir-60005479,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 260,000","- Jalan Sri Permaisuri 1, Bandar Sri Permaisuri, Cheras, Kuala Lumpur","Listed on Aug 12, 2025 (2d ago)",650 sqft,3 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/sri-penara-for-sale-by-basri-munir-43211924,"Badminton hall, Bbq, Covered car park, Lounge"
"RM 220,000","Taman Sungai Besi, Salak Selatan, Kuala Lumpur","Listed on Aug 12, 2025 (2d ago)",883 sqft,3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/taman-sungai-besi-for-sale-by-hc-lim-41708563,"Parking, Playground"
"RM 210,000","Jalan 4/27a, Seksyen 2 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (2d ago)",550 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-2-wangsa-maju-flat-for-sale-by-jeff-ooi-43350307,Parking
"RM 480,000","- Lorong Jintan 3, Taman Supreme, Cheras, Kuala Lumpur","Listed on Aug 12, 2025 (2d ago)","1,685 sqft",3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/cloud-view-tower-for-sale-by-alex-chong-38227374,"24 hours security, Covered car park, Playground, Swimming pool"
"RM 210,000","22 Jalan San Peng, Pudu, KL City Centre, Kuala Lumpur","Listed on Aug 12, 2025 (2d ago)",580 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/jalan-san-peng-for-sale-by-josh-chong-60033030,"Parking, Retail stores"
"RM 210,000","Jalan 4/27a, Seksyen 2 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (2d ago)",710 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-2-wangsa-maju-flat-for-sale-by-meifen-low-60354788,Parking
"RM 290,000","- Jalan 1/125A, Desa Petaling, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",789 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/winner-court-a-for-sale-by-noorisharis-60354600,"24 hours security, Covered car park, Lounge, Nursery"
"RM 225,000","Seksyen 10, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",527 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-10-wangsa-maju-for-sale-by-faliyana-binti-muda-500018794,"Parking, Playground"
"RM 150,000","Jalan 2/17, Off Jalan Kepong, Jinjang, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",650 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/mutiara-fadason-for-sale-by-wl-wan-42870316,"24 hours security, Playground, Retail stores, Surau (male & female)"
"RM 230,000","Jalan Metro Perdana Timur Jalan Berangan, Taman Usahawan, Kepong, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",923 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/fortune-court-for-sale-by-sherry-lee-60029953,Parking
"RM 588,000","- Lorong Jintan 3, Taman Supreme, Cheras, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)","1,685 sqft",3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/cloud-view-tower-for-sale-by-alex-chong-38391768,"24 hours security, Covered car park, Playground, Swimming pool"
"RM 238,000","Jalan 5/27a Seksyen 4, Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",527 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-4-wangsa-maju-flat-block-a-for-sale-by-may-loo-60138604,Not Listed
"RM 270,000","Taman Sungai Besi, Salak Selatan, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",880 sqft,3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/taman-sungai-besi-for-sale-by-rachel-kong-43321380,"Parking, Playground"
"RM 118,000","Jln 7/125, Desa Petaling, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",560 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/desa-petaling-flat-for-sale-by-chin-chee-meng-43113256,Parking
"RM 200,000","Jalan 4/27a, Seksyen 2 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",682 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-2-wangsa-maju-flat-for-sale-by-chin-chee-meng-42708729,Parking
"RM 210,000","- Jalan Metro 1 Kepong, Metro Prima, Kepong, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",650 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/mutiara-magna-for-sale-by-harun-osman-60352973,"Covered car park, Perimeter fencing, Retail stores"
"RM 380,000","Jalan 1/27C, Seksyen 5 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)","1,055 sqft",3 Beds,2 Baths,Completion: 2013,Leasehold,https://www.propertyguru.com.my/property-listing/waizuri-1-for-sale-by-ck-wong-60273817,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 240,000","Persiaran Segar, Taman Segar, Taman Bukit Segar, Cheras, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",743 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/taman-segar-for-sale-by-ali-idris-60349759,Parking
"RM 170,888","Jalan 5/27a Seksyen 4, Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",580 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-4-wangsa-maju-flat-block-c-for-sale-by-stanley-long-60080352,Not Listed
"RM 400,000","Jalan Hujan Rahmat, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)","1,432 sqft",3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/overseas-union-garden-taman-oug-for-sale-by-kent-fatt-60352651,Not Listed
"RM 200,000","Jalan 5/27A (And 11 Others), Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",527 sqft,2 Beds,1 Bath,Flat,Freehold,https://www.propertyguru.com.my/property-listing/seksyen-4-wangsa-maju-flat-for-sale-by-doris-tee-43398518,Not Listed
"RM 250,000","Jalan 5/27a Seksyen 4, Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)",527 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-4-wangsa-maju-flat-block-a-for-sale-by-doris-tee-43398617,Not Listed
"RM 180,000","Jalan Madrasah Lorong Sentosa, Setapak, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)",560 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/perumahan-awam-seri-langkawi-1-for-sale-by-sameerah-danial-500016859,Not Listed
"RM 230,000","Jalan 4/27a, Seksyen 2 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)",710 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-2-wangsa-maju-flat-for-sale-by-alex-loh-60292868,Parking
"RM 240,000","Jalan Matang 2, Off Jalan Kuching, Jalan Kuching, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)",775 sqft,3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/taman-sri-kuching-for-sale-by-bryan-cho-60022492,"24 hours security, Parking"
"RM 175,000","Taman Intan Baiduri, Batu Caves, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)",646 sqft,3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/taman-intan-baiduri-for-sale-by-sam-yee-41029979,Playground
